elo,moves,opening,termination
1381,d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Nf3 Bg4 Be2 Bxf3 Bxf3 O-O Be3 c6 Qd2 e5 Bg5 exd4 Ne2 c5 Bh6 Qe7 Bxg7 Kxg7 Nf4 Nxe4 Qe2 f5 O-O Nc6 Nd5 Qe5 a3 Ne7 Nc7 Rac8 Nb5 a6 Bxe4 fxe4 Na7 Rce8 b4 d3 Qe3 Nf5 Qh3 d2 bxc5 e3 fxe3 Nxe3 Qd7+ Rf7 Qxf7+ Kh6 Qf4+ Qxf4 Rxf4 d1=Q+ Rxd1 Nxd1 cxd6 Re1+ Rf1 Ne3 Rxe1 Nxc4 d7 1-0,King's Indian Defense: Normal Variation Rare Defenses,Normal
1572,d4 d6 c4 e5 dxe5 dxe5 Qxd8+ Kxd8 b3 Bb4+ Bd2 Bc5 Nf3 Nf6 Nxe5 Ne4 Nxf7+ Ke7 Nxh8 Bxf2+ Kd1 Nc6 Nc3 Nd4 Nxe4 Bd7 Nxf2 Rxh8 Bc3 1-0,Rat Defense: English Rat,Time forfeit
1838,e4 e6 d4 d5 e5 c5 Bb5+ Nc6 Nc3 Bd7 Bxc6 bxc6 Nge2 Ne7 O-O Ng6 f4 cxd4 Nxd4 Bc5 Be3 O-O a3 Nh4 Qe2 Bxd4 Bxd4 Nf5 Be3 d4 g4 Nxe3 Ne4 Nxf1 Rxf1 Qb6 Kh1 c5 f5 Bc6 h4 Qxb2 Kh2 Bxe4 Qxe4 Qxa3 f6 Qe3 fxg7 Qxe4 gxf8=Q+ Kxf8 g5 Qxh4+ Kg2 Qxg5+ Kf3 Qf5+ Kg3 Qxf1 c4 Ke7 Kg4 Rg8+ Kh5 0-1,French Defense: Advance Variation #4,Normal
1459,e4  e5  Qg4?!  Nc6  Nc3  d5  Qf3  d4  Nd5  Be6  Bc4  Nge7?!  Ne2  Ng6  g3  Bc5  c3  O-O  cxd4?  Bxd4?  O-O  f5?!  d3  fxe4  dxe4??  Rxf3  0-1,King's Pawn Game,Normal
1798,e4 d5 exd5 Qxd5 Nc3 Qe5+ Be2 Bg4 d4 Qe6 Be3 Bxe2 Qxe2 Qc6 Nf3 e6 a3 b5 Qxb5 Qxb5 Nxb5 Na6 O-O-O Rb8 Nxa7 Nf6 h3 Bd6 Nc6 Rb7 Nce5 O-O g4 Bxe5 Nxe5 Rd8 Bf4 Ne4 Rhf1 c5 Nc6 Rdd7 dxc5 Rxd1+ Rxd1 Naxc5 Rd8# 1-0,Scandinavian Defense: Mieses-Kotroc Variation,Normal
1470,e4 e5 Nc3 a6 Qh5 d6 Nd5 g6 Qf3 Bg7 Bc4 Nf6 d3 Nxd5 Bxd5 O-O Nh3 c5 Ng5 Qe7 g4 Nd7 Qh3 Nf6 O-O Bxg4 Qh4 h6 Nh3 Bxh3 Qxh3 Nxd5 exd5 Kh7 c4 b5 b3 Ra7 a4 e4 dxe4 Bxa1 Qxh6+ Kg8 Bg5 Bf6 h4 Bxg5 hxg5 Qxe4 f3 Qe3+ Kg2 Qxb3 Rh1 Qb2+ Kg3 Qg7 f4 Qxh6 gxh6 b4 Kg4 b3 Kg5 b2 Rb1 Rb7 f5 gxf5 Kxf5 Kh7 Kg5 Rg8+ Kh5 Rg2 a5 Rc2 Rg1 b1=Q Rg7+ Kh8 Kg5 Rg2+ Kf6 Qf1# 0-1,Vienna Game,Normal
1542,b3 d6 Bb2 c6 e3 Nd7 Ne2 Qc7 g3 e6 Bg2 Be7 c4 h6 d4 Ngf6 e4 b6 Nd2 Bb7 O-O O-O-O e5 dxe5 dxe5 Ng4 Nf3 Ndxe5 Nxe5 Rxd1 Rfxd1 Nxe5 Bxe5 Qxe5 Nf4 Bc5 Re1 Qd4 Nd3 e5 Rad1 f5 Re3 e4 Nb2 Qxb2 Rf1 Bxe3 fxe3 Qe2 h3 Qxe3+ Kh2 f4 gxf4 1-0,Nimzo-Larsen Attack,Time forfeit
1554,e4  c5  Nf3  d6  Nc3  Nf6  d4  cxd4  Nxd4  Nc6  Bf4?  g6?  Nxc6  bxc6  e5  dxe5?  Bxe5?!  Bg7?  Bc4?  O-O  O-O  Bb7  Qe2  Qb6  Rad1  Qxb2??  Ne4??  Qxe5  f4??  Qxe4  Qxe4  Nxe4  Rfe1  c5  Bd5?  Bxd5  Rxd5  e6  Rd7  Nf6  Rc7?!  Rfc8?!  Rb7  Rcb8  Reb1  Rxb7  Rxb7  Nd5  c4?!  Ne3  Rc7  Nxc4  Rxc5  Nd6?!  a4?!  h5  h3  Bd4+  0-1,Sicilian Defense: Classical Variation,Normal
1465,e4 b6 d4 Bb7 d5 Nf6 Nd2 g6 c4 Bg7 Ngf3 e6 Bd3 exd5 cxd5 Qe7 O-O O-O Re1 d6 b3 Nbd7 Bb2 Nh5 Bxg7 Kxg7 Nc4 Nhf6 Ng5 a6 Qf3 b5 Ne3 Ne5 Qh3 h6 Nf3 Nxd3 Ng4 Nxg4 0-1,Owen Defense,Normal
1930,e4  d5  exd5  Qxd5  Nc3  Qa5  d4  Nf6  Bd2  c6  Nf3  Bg4  h3  Bh5  Nb5?!  Qd8  Na3  e6  Nc4  Nbd7  c3  Be7  Be2  Qc7  O-O  O-O-O  b4  Ne4  a4  Nxd2  Qxd2  g5  0-1,Scandinavian Defense: Main Line Mieses Variation,Time forfeit
1433,Nf3  d5  c4  Bg4?!  e3?!  Bxf3  Qxf3  e6  cxd5  Qxd5  Nc3  Qxf3  gxf3  Bb4  a3  Bxc3  bxc3  Nc6  d4  O-O-O  e4  f6?!  f4?!  g6  Bg2?!  e5?!  d5  Na5  Rb1  Nc4?!  a4?  Nd6?!  Ba3?  Nc4?!  Bc5  b6  Bb4?  exf4  O-O?!  Nh6?  f3?  g5?  Bh3+  Kb8  Be6  Ne3?!  Rfe1  g4?!  fxg4?  Nhxg4  h3?!  Ne5  Be7  Rdg8+  Kf2??  Nd3+??  Ke2  Rg2+??  Kxd3  c6??  Bxf6?!  c5?  d6??  Rf8  Be5??  Re8??  d7+  Kb7  dxe8=Q  c4+  Bxc4  Nxc4  Kxc4  Rg6  Rxb6+?!  axb6  Qe7+?!  Ka6  Rb1?!  Ka5  Rb5+?!  Ka6  Qd7  Rc6+  Kd5?!  Rd6+  0-1,Reti Opening,Time forfeit
1498,e4  e5  d4  d6?!  d5?!  Nf6  Nc3  Be7  g3  O-O  Bg2  Bg4  Nge2  h6  h3  Bh5  g4  Bg6  O-O  Nh7  b3  Ng5?  h4  Nxe4  Bxe4  Bxh4  Bxg6  fxg6  f3  Bg5  Bxg5  Qxg5  Ne4  Qh4  Rf2  Na6?!  N2c3  Nc5?!  Nxc5  b6??  Ne6  Rf7  Nxc7??  Rc8??  Ne6??  Rxc3  Nxg7??  Kxg7  Kf1??  Qh3+  Ke1  Rcxf3?  Rxf3  Rxf3  Kd2  Qh2+??  Kc1  Qg2  Kb2  Qxg4  Qe1?!  Qd4+  Kb1??  h5  c3  Qxc3??  Qxc3  Rxc3  Kb2  Rd3  a4  Rxd5  Rc1  Rc5?!  Rf1?!  e4?!  b4  Re5  Rc1?!  e3  Rc7+?  Kh6  Rxa7?!  e2  Rc7  e1=Q  Rc1  Re2+  Kb1  Qxb4+  0-1,King's Pawn Game: Maroczy Defense,Normal
1349,e4 e5 d4 exd4 Nf3 c5 Bc4 d6 O-O Bg4 h3 Bxf3 Qxf3 Qe7 Bg5 Nf6 Re1 h6 Nc3 dxc3 Bxf6 gxf6 Qxc3 a6 e5 dxe5 Re2 Nd7 Rae1 O-O-O Bd5 Nb6 Bf3 Kb8 Qb3 Qc7 Be4 Bd6 Rd2 Qc8 Qxb6 f5 Bd5 f6 Red1 h5 Be6 Qxe6 Rxd6 Rxd6 Rxd6 Qxa2 Rd8+ Rxd8 Qxd8+ Ka7 Qxf6 Qb1+ Kh2 Qxb2 Qxf5 Qd4 g4 e4 g5 e3 fxe3 Qd2+ Kg3 Qxe3+ Kh4 Qe2 g6 Qe1+ Kxh5 Qe2+ Kh6 Qe3+ Kh7 Qe7+ Qf7 Qh4+ Kg8 Qd8+ Kh7 Qh4+ Kg8 Qd8+ Qf8 Qh4 g7 Qxh3 Qxc5+ Ka8 Kf8 Qf3+ Ke8 Qe2+ Kd8 Qd2+ Kc7 Qf4+ Kb6 Qf6+ Ka5 Qxg7 c4 Qc3+ Kb6 Qb3+ Ka5 Qa2+ Kb6 Qb2+ Ka5 Qa2+ Kb6 Qb2+ Ka5 Qa2+ Kb6 1/2-1/2,Center Game: Kieseritzky Variation #4,Normal
1625,d4 d5 c4 e6 Nc3 Nf6 Bf4 Bd6 Bg3 Nbd7 c5 Be7 h3 O-O Nf3 Re8 e3 c6 Be2 b6 b4 bxc5 bxc5 a5 a4 Ba6 O-O h6 Ne5 Qc8 Re1 Ne4 Qc2 Nxg3 0-1,Queen's Gambit Declined: Harrwitz Attack,Normal
1235,e4 e5 f4 exf4 d4 c5 Bxf4 cxd4 Qxd4 Nc6 Qd5 Nf6 Qd3 Nb4 Qc3 Qb6 Nf3 Nxe4 Be3 Qa5 Qe5+ Be7 0-1,King's Gambit Accepted Polerio Gambit,Time forfeit
1694,d4  e6  c4  d5  Nd2  Nf6  e3  Be7  Ngf3  O-O  Bd3  c5  b3  dxc4  Bxc4  cxd4  Nxd4  Nc6?!  N2f3?!  e5?  Nxc6  Qxd1+  Kxd1  bxc6  Ke2?!  Bg4  Rd1??  e4  h3?!  exf3+  gxf3  Bxh3  Bb2  Rfd8  Rd2  Rxd2+  Kxd2  Rd8+  Ke2  Be6  Rd1?  Bxc4+  bxc4  Rxd1  Kxd1  h5  Ke2  h4  Kf1  Nd7  Kg2  Bf6?  Kh3??  Bxb2  Kxh4  Nb6?  Kg4?  Nxc4  Kf4  Bc3  Ke4  Nd6+?  Kd3  Bf6  Kc2?!  Kf8  Kb3?!  Ke8  Ka4?  Kd7  Ka5  Kc7?!  Ka6?!  Kb8  Ka5  Kb7?!  Ka4?!  Kb6  Ka3  Kb5  Kb3  a5  Kc2  a4  Kb1  Kb4  a3+  Kxa3  Kc2  Kb4  Kd2?!  a3  Ke2  a2  Kf1  a1=Q+  Kg2  Qe1  Kg3  Qe2?!  Kg4  Ne4?!  Kf4  Nxf2  Kf5  Qxf3# 0-1,Queen's Gambit Declined,Normal
1605,d4  e6  e4  d5  e5  Nc6  c3  Nge7  h3  Nf5  Nf3  Be7  g4  Nh4  Nxh4  Bxh4  Bf4?!  O-O  Bg2  f6  O-O  fxe5  Bxe5  Nxe5  dxe5  Qg5  Qe2?!  Bd7?!  Nd2  Bc6?!  Nf3  Qe7  Nxh4  Qxh4  Qe3?!  Rf7?!  f4  Raf8  Rf2?  a6?!  Raf1?!  Bb5  Re1  Bc6?  Ref1?!  Bb5?!  Rd1?  g5?  Rd4??  gxf4?  Rdxf4  Rxf4  Rxf4  Rxf4  Qxf4  Qe1+  Kh2  Bc6?  Qg5+  Kf8  Qd8+??  Kg7?  Qxc7+?  Kh6?  Qe7?  Qxe5+  Kg1  Qe1+  Bf1?!  Qg3+?!  Bg2  d4??  Qxe6+??  Kg7  Qe7+  Kg8?  Qe6+?  Kf8?  Qf6+  Ke8  Qh8+?  Kd7?  Qxh7+?  Kc8??  Qc2??  d3  Qd2??  Kb8??  Kh1??  Bxg2+  Qxg2  Qe1+  Kh2  d2  g5?  d1=Q  g6?!  Qd6+  Qg3  Qdxg3# 0-1,French Defense: Advance Variation #3,Normal
2073,e4 e6 d4 b6 Nc3 Bb7 a3 Nf6 Bd3 Be7 Nf3 d5 exd5 Nxd5 Nxd5 exd5 O-O O-O Bf4 c5 c3 Nd7 Bb1 Bf6 Qc2 g6 Rd1 c4 Bh6 Re8 Qd2 Nf8 Re1 Rxe1+ Qxe1 Ne6 Ne5 Qc7 f4 Bg7 Bxg7 Nxg7 Qh4 Nh5 Bc2 Qd8 Qf2 f6 Ng4 Bc8 Ne3 f5 Qf3 Nf6 Re1 Ne4 Bxe4 dxe4 Qg3 b5 h4 Kf7 Kf2 h5 Nc2 Be6 Nb4 Bd5 Kg1 a5 Nc2 Qe7 Qf2 Qd6 Ne3 Rb8 g3 b4 axb4 axb4 Ra1 bxc3 bxc3 Rb7 Qa2 Qc6 Qa3 Kg7 Qc5 Qxc5 dxc5 Bf7 Ra4 Rc7 Nxc4 Rxc5 Ne5 Bd5 Ra7+ Kg8 Ra6 Rxc3 0-1,French Defense: Normal Variation,Time forfeit
1540,e4  e6  d4  b6  Nf3  Bb7  e5  d5  Be2  f6?!  O-O  Qd7  c3  Nc6  b4  a6  Nh4?  O-O-O?  a4  g5  Nf3  Bg7?  b5  axb5  axb5  Na5  Bd2?!  h5?!  c4?  Nxc4  Bxc4?!  dxc4  Nc3?  Bxf3??  Qxf3  Qxd4?!  Ra8+??  Kd7  Qc6+?  Ke7  Qxc7+??  Qd7??  Qxd7+??  Rxd7  Be3?!  fxe5  Bxb6  e4?  Bc5+?!  Kf7  Nxe4  Rb7??  Nxg5+??  Kg6  Nxe6  Nf6?!  Ra5  Re8  Nf4+?!  Kg5?  Be3?!  Ng4?!  b6+  Be5  Nh3+?  Kg6  Bc1?!  Rxb6  f4?  Bd4+  Kh1  Nf2+?  Nxf2  Bxf2  h3  Bd4  f5+  Kf6  Rd5  Re4  Rd1?!  Be5  Rf1  Rb1?  Bg5+  Kxg5  Rxb1  Kxf5  Rf1+?!  Ke6  Rc5  Kd6  Rc8  Kd5  Rg8?!  c3  Rg5  h4  Rg4  Re2  Rd1+?  Rd2  Re1  c2?  Rge4??  Bd4??  Re8??  Rd1  Rd8+?!  Kc4  Rc8+  Kd3?!  Rxc2?!  Rxe1+  Kh2  Kxc2?!  g3  Be5?!  Kg2  Bxg3  Kf3  Kd3  0-1,French Defense: Normal Variation,Normal
1457,g3 e5 Bg2 d6 b3 Nf6 Bb2 Bd7 f4 Nc6 fxe5 dxe5 Nf3 e4 Ng5 h6 Nh3 Ng4 O-O Bc5+ d4 Nxd4 Qd3 Nxc2+ Kh1 Nxa1 Bxa1 O-O Qc3 b6 Qxg7# 1-0,Hungarian Opening,Normal
1947,e4 e5 Nf3 Nf6 Nc3 Nc6 Bc4 Nxe4 Nxe4 d5 Bxd5 Qxd5 Nc3 Qa5 Qe2 Bd6 d4 O-O dxe5 Nxe5 Nxe5 Bxe5 O-O Bxc3 bxc3 Qxc3 Bf4 c6 Be5 Qc5 Rad1 Qb5 Qf3 Qxe5 Rfe1 Qf5 Qe3 Be6 Rd2 a6 h3 Rad8 Rde2 h6 g4 Qg5 f4 Qh4 f5 Bd5 Rf2 Rde8 Qxe8 Rxe8 Rxe8+ Kh7 Re3 Qg5 Ree2 f6 Rd2 Qe3 Kh2 Qe4 Rg2 Qf4+ Kg1 Bxg2 Rxg2 Qc1+ Kh2 Qb2 c4 Qd4 h4 Qxc4 Kh3 b5 Rg3 Qxa2 g5 fxg5 hxg5 h5 g6+ Kh6 Kh4 Qc4+ Kh3 Qf4 f6 Qxf6 Rg2 Qxg6 Rg3 Qxg3+ Kxg3 g5 Kf3 h4 Ke4 h3 Kf3 Kh5 Kg3 g4 Kh2 b4 Kg1 b3 Kf2 b2 Kg3 b1=Q Kh2 a5 Kg3 a4 Kf2 a3 Kg3 a2 Kf4 a1=Q Ke3 Qe1+ Kd3 Qad1+ Kc4 Qd5# 0-1,Four Knights Game: Italian Variation,Normal
1458,e4 c5 Nf3 e6 Bc4 d6 Nc3 a6 d4 b5 Be2 cxd4 Nxd4 Bb7 a4 bxa4 Rxa4 Nc6 Nxc6 Bxc6 Rc4 Rc8 O-O Nf6 e5 Nd5 Nxd5 Bxd5 Rxc8 Qxc8 exd6 Bxd6 c4 Bxc4 Bxc4 Qxc4 Qxd6 Qd5 Qxd5 exd5 Be3 O-O Rd1 Rd8 Bb6 Rd7 f3 Kf8 Kf2 Ke7 Ke3 Ke6 Kf4 f6 Re1+ Kd6 Kf5 Rb7 Bd4 a5 Re6+ Kd7 g4 a4 h4 Rb4 Bc3 Rb3 Ra6 a3 Rxa3 Rxa3 bxa3 Kc6 Bd4 Kb5 Ke6 Kc4 Bf2 d4 Bxd4 Kxd4 Kf7 Ke3 a4 Kxf3 a5 Kxg4 Kxg7 f5 a6 f4 a7 f3 a8=Q f2 Qe4+ Kh3 Qh1+ Kg3 Qf1 Kf3 Kxh7 Kg4 Kg6 Kxh4 Qxf2+ Kg4 Kf6 Kh3 Qg1 Kh4 Kf5 Kh3 Kf4 Kh4 Qg4# 1-0,Sicilian Defense: French Variation,Normal
1599,d4  d5  c4  Nf6  Nc3  c6  cxd5  cxd5  Bf4  Bg4  f3  Bh5?!  h4  Bg6  g4  h6  Nh3?!  Nc6  h5  Bh7  e3  e6  Bd3  Bb4  Bxh7  Nxh7  Qd3  Ng5?!  Nxg5  hxg5  Bg3  Qf6  Ke2  O-O  Rh2  Rae8  Rah1?!  e5?  Nxd5  Qd6?!  Nxb4?!  Nxb4  Qa3  Qb6  Bxe5  Nc2  Qd3  Qxb2  Qd2?  Qb5+?  Kf2  Nxd4??  Bxd4  Rd8??  h6  gxh6  Rxh6  1-0,Queen's Gambit Refused: Marshall Defense,Time forfeit
1592,d4 g6 e3 Bg7 c4 Nf6 Nc3 d6 Nf3 c6 Bd2 Nbd7 a3 a6 b4 b5 cxb5 axb5 Bd3 Nb6 Ne4 Nxe4 Bxe4 Bb7 Rc1 Nc4 O-O d5 Bd3 Rxa3 Bxc4 bxc4 Ra1 Qa8 Rxa3 Qxa3 Qa1 Qxa1 Rxa1 O-O Ra7 Rb8 Bc3 e6 Nd2 Bf8 Nb1 Bc8 Na3 Bxb4 Bxb4 Rxb4 Ra8 Kg7 Rxc8 Ra4 Nc2 Ra2 Ne1 Re2 Kf1 Rd2 Rxc6 Rd1 Ke2 Rc1 Kd2 Ra1 Nc2 Ra2 g4 Kf6 h4 h6 f4 g5 hxg5+ hxg5 f5 Ra1 1-0,Modern Defense,Normal
1686,e4  c5  f4  Nc6  Nf3  e6  Bb5  d5  Bxc6+  bxc6  exd5?!  cxd5  O-O  Bd7  d3  Bd6  Nc3  Qc7  a4  Bxf4?!  Nb5  Bxb5  axb5  Bxc1  Qxc1  Ne7  Qg5  O-O  c4  Ng6  b3  f6  Qd2  d4?!  Rae1?!  a5?  bxa6?  Rxa6  Ra1  Rfa8  Ra4?  Qf4?  Rxa6  Rxa6  Qxf4  Nxf4  Rd1?  Ra2  Nd2?  Nxd3?  Ne4  Nf4?  Nxc5  Rxg2+  Kf1  e5  Nd3  Rxh2  Nxf4?  Rh1+  Ke2  Rxd1  Kxd1??  exf4  b4  Kf8  b5  Ke8  b6  Kd8  c5  Kc8  c6  h5  Ke2  h4  Kf3  h3  Kf2  d3  Kf3  d2  Ke2?!  h2  Kxd2  h1=Q  Kd3  Qf3+  Kc4  Qxc6+  0-1,Sicilian Defense: McDonnell Attack,Normal
1927,e4  e6  d4  d5  exd5  exd5  Nc3  Bf5  Bd3  Bxd3  Qxd3  Nf6  Nf3  Bd6  O-O?!  O-O  Bg5  c6  Ne5  Nbd7  f4  Be7?!  Rae1  Re8  Ne2?!  Ne4  Bxe7  Rxe7  Ng3  Ndf6  c3?!  Nxg3  Qxg3  Ne4  Qd3  f6  Nf3  Qd7  Nd2  Rae8  Nxe4  dxe4  Qc4+  Qd5  Qxd5+  cxd5  Re3  f5  g3  b5  b4?!  Rc7  Rc1?!  Rec8  Kf2  Rc4  a3  Rxd4  Ke2  Rdc4  Kd2?  Kf7?  Ree1?  a5?  bxa5  Ra8  Rb1  Rxa5  Rb3  Ke6  Rd1  Rca4  Rdb1  Rxa3  Rxb5  Ra2+?!  R1b2  Rxb2+  Rxb2  Kd6  Rb7?!  Ra2+  Ke3  Rxh2  Rxg7  Rg2?  Rxh7?  Rxg3+  Kd2  Rf3  Rh4  Kc5  Kc2?  Kc4  Rh8  Rxc3+?!  Kd2  Rd3+?  Ke2  Kd4  Rh5?!  Rg3  Rxf5  Rg2+  Kf1  Ra2  Rf8??  Ke3  f5  Kf3  Kg1  e3  f6  e2  Re8  Ra1+  Kh2  e1=Q??  Rxe1  Rxe1??  f7  Re2+  Kh3  Ke3  f8=Q  Kd2?  Qb4+?  Ke3  Qc5+  d4  Qe5+  Kd3  Qf5+  Kd2  Kg3  Re3+?  Kf2?!  Re2+?  Kf1?  Re1+  Kf2??  Re2+  Kf3  Re3+  Kf4  Re1??  Qa5+  Ke2  Qe5+  Kd2  Qxd4+  Ke2?!  Qe3+??  Kd1  Qa3  Rf1+?!  Ke3  Re1+  Kf2?!  Re2+  Kf3  Rc2  Qb3  Kd2  Qb4+  Rc3+  Ke4  Kc2  Kd4??  Rd3+  Kc4  Rd1??  Qa4+??  Kd2  Qa2+??  Ke1??  Kc3  Rc1+  Kd3  Kf1  Qh2  Re1  Kd2  Re8  Qh3+  Kf2  Qf5+  Kg3  Qg6+  1-0,French Defense: Exchange Variation,Normal
1772,e4 e6 Bc4 d5 exd5 exd5 Bb3 Nf6 d3 Bd6 Nc3 c6 Bd2 O-O Nge2 Bf5 Bg5 Nbd7 Qd2 Qc7 O-O-O b5 Bxf6 Nxf6 h3 a5 a4 bxa4 Bxa4 Bb4 b3 d4 Nxd4 1-0,French Defense #2,Normal
1792,d4 d5 g3 Bf5 Bg2 c6 Nf3 Be4 O-O Bxf3 Bxf3 f6 Re1 e5 e4 dxe4 Bxe4 Bd6 dxe5 fxe5 Qh5+ Kd7 Bf5+ Kc7 Nc3 Nf6 Qe2 g6 Be4 Nxe4 Nxe4 Nd7 Bg5 Nc5 Bxd8+ Raxd8 Nxc5 Bxc5 Rad1 Rde8 0-1,Queen's Pawn Game,Time forfeit
1518,e4 e5 Nf3 f6 Bc4 d6 O-O Bd7 b3 b5 Bd5 c6 Bxg8 Rxg8 Bb2 g5 c4 g4 Ne1 f5 exf5 Bxf5 Nc3 g3 fxg3 d5 cxd5 Bc5+ Kh1 Bg4 Qc2 h5 Qh7 Nd7 Qxg8+ Bf8 Qf7# 1-0,King's Pawn Game: Damiano Defense,Normal
1367,d4 e6 c4 Nf6 Nf3 d5 e3 Nc6 a3 h5 h3 Bd6 Bd3 g6 O-O Ne4 Nc3 f5 cxd5 exd5 Nxd5 g5 Bxe4 fxe4 Ne5 Bxe5 dxe5 Nxe5 Qd4 Rf8 Qxe5+ Kf7 Qxe4 Re8 Qf3+ Kg6 Rd1 Rf8 Qe4+ Kh6 b4 Bf5 Qc4 c6 Bb2 cxd5 Rxd5 Rc8 Rxd8 Rfxd8 Qe2 g4 Rd1 Re8 Rd5 Be6 Rd6 gxh3 gxh3 Kg5 Kf1 h4 Qd3 Bxh3+ Ke2 Bg4+ Ke1 h3 Qd5+ Kh4 Rh6+ Bh5 Rxh5+ Kg4 Qf5# 1-0,Indian Game: Anti-Nimzo-Indian,Normal
1558,d4 d5 Bf4 Nf6 Nf3 e6 e3 c5 Bb5+ Bd7 a4 a6 Be2 Nc6 c3 Be7 O-O O-O Be5 cxd4 Bxd4 Nxd4 Qxd4 Ne4 Bc4 Bf6 Qd3 Rc8 Bb3 Nc5 Qc2 Nxb3 Qxb3 Bc6 Na3 Qc7 Rac1 Qd7 c4 Bxa4 Qb4 Be7 Qd2 Bxa3 bxa3 dxc4 Qxd7 Bxd7 Ne5 Bb5 Rfd1 f6 Nf3 e5 e4 Ba4 Rd6 c3 Rb6 c2 Ne1 Rfd8 Rxb7 Rd1 Rxg7+ Kxg7 0-1,Queen's Pawn Game: London System,Normal
1475,e4 c5 d4 cxd4 c3 d3 Qxd3 g6 c4 d6 Nc3 a6 g3 Bg7 Bg2 Nf6 Nge2 O-O O-O Nc6 Nd5 Ne5 Qc2 Bd7 f4 Nc6 Be3 Ng4 Bb6 Qc8 b4 e6 Nc7 a5 h3 Nxb4 hxg4 Nxc2 Rac1 Ne3 Bxe3 Qxc7 Rfd1 b5 cxb5 Qb7 a4 Bxb5 axb5 Qxb5 e5 Qxe2 Bxa8 Qxe3+ Kg2 Rxa8 Re1 Qd2+ Kh3 Qxe1 Rxe1 dxe5 fxe5 Bh6 Re2 Bd2 g5 Bc3 g4 Bxe5 0-1,Sicilian Defense: Smith-Morra Gambit Declined Push Variation,Time forfeit
1822,e4  Nc6  d4  e6  c4  d5  cxd5  exd5  e5  Bf5  Nc3?  Bb4?  Bb5  Ne7  Nf3  h6  O-O  O-O  a3  Ba5  Bd3  Bg4  h3  Bh5  Be3  Bb6  g4  Bg6  Bxg6  Nxg6  Qd3  Nce7  Nh2?!  Nh4?  f4  f6  Bf2?!  Nhg6  f5  Nf4  Qg3  fxe5  dxe5  Bxf2+?!  Rxf2  g5  Re1?!  c5?!  Rd1?  d4  Ne4  Ned5  Nxc5  Ne3  Rdd2  Qb6?  Nd7?!  Qc6?!  Nxf8  Qc1+  Nf1  Nxf1?  Rxf1??  Qxd2  Ne6??  Ne2+  Kf2  Nxg3+  Kxg3  Qe3+  Rf3  Qg1# 0-1,King's Pawn Game: Nimzowitsch Defense,Normal
1324,d4 g6 e3 Bg7 Bd3 Nf6 f4 e6 Nf3 d5 O-O O-O Ne5 c5 c3 cxd4 exd4 Nc6 Nd2 Bd7 Ndf3 Nxe5 fxe5 Ne4 Bxe4 dxe4 Nd2 Bc6 Re1 Bh6 Nxe4 Bxc1 Qxc1 Qh4 g3 Qh3 Qd2 Bxe4 Rxe4 Rad8 Qg2 Qxg2+ Kxg2 b6 b4 a5 b5 Rc8 Rc1 Rc4 a3 Ra4 Ra1 Rc8 Re3 Rac4 Rc1 Kg7 Kf2 f6 exf6+ Kxf6 Kf3 Rf8 Ke4 Kg7 g4 Rf2 h4 Rg2 g5 Rg4+ Kf3 Rxh4 Re4 Rh3+ Ke2 Rcxc3 Rxc3 Rxc3 Re3 Rc2+ Kf3 Ra2 Rd3 h6 d5 exd5 Rxd5 Rxa3+ Ke4 Ra4+ Ke5 Rb4 Rd7+ Kg8 Rd6 Kf7 Rxb6 Rxb5+ 0-1,Modern Defense,Time forfeit
1528,b3 c6 Bb2 d5 Nf3 Nf6 e3 Bg4 d4 e6 Bd3 Bd6 Nbd2 Nbd7 h3 Bh5 g4 Bg6 Bxg6 hxg6 Ne5 Bxe5 dxe5 Ng8 f4 Ne7 Qf3 c5 c4 Nb6 f5 gxf5 gxf5 Nxf5 e4 Nd4 Bxd4 cxd4 c5 dxe4 Nxe4 Nd5 Nd6+ Kd7 Qxf7+ Qe7 Rf1 Nc3 Qxe7+ Kxe7 Rf7+ Kd8 Nxb7+ 1-0,Nimzo-Larsen Attack,Time forfeit
